arrival_time,job_id,priority,burst_time
0.0,203075380957,200,0.24264249090909096
0.0,300122419451,200,9.74076576801249
0.0,300122419451,200,2.8399822553534686
0.0,203075380957,200,0.24264249090909096
0.0,203075380957,200,0.24264249090909096
0.0,125061337368,200,5.052225730265416
0.0,294470514509,200,6.80359423232242
0.0,22134187777,200,2.179655458750075
0.0,203075380957,200,0.24264249090909096
0.0,156608138934,105,8.001244059756743
0.0,156608138934,105,7.5349698366912286
0.0,300373251821,200,0.003292763636363636
0.0,203075380957,200,0.24264249090909096
0.0,203075380957,200,0.24264249090909096
0.0,156608138934,105,3.4578795933621405
0.0,125061337368,200,7.04892162688546
0.0,128055355994,200,6.98818973200092
0.0,156608138934,105,3.665685555736909
0.0,156608138934,105,6.104549753163835
0.0,156608138934,105,7.692041311025893
0.0,156608138934,105,2.1146257172612493
0.0,294470514509,200,3.4401659253512156
0.0,300373251821,200,0.003292763636363636
0.0,128055355994,200,1.6471151839379496
0.0,203075380957,200,0.24264249090909096
0.0,300373251821,200,0.003292763636363636
0.0,156608138934,105,5.659271254631949
0.0,300122419451,200,7.911766651111597
0.0,156922393102,200,0.9886585636363637
0.0,203075380957,200,0.24264249090909096
0.0,294470514509,200,9.795174271513254
0.0,203075380957,200,0.24264249090909096
0.0,156608138934,105,3.035383701067928
0.0,294470514509,200,1.7813765791919374
0.0,22134187777,200,6.4582721011547
0.0,300373251821,200,0.003292763636363636
0.0,156608138934,105,1.2634871566546324
0.0,300122419451,200,5.917103517085047
0.0,262298915166,200,6.222019580397035
0.0,300373251821,200,0.003292763636363636
0.0,156922393102,200,0.9886585636363637
0.0,300122419451,200,1.964993204726537
0.0,770770141181,200,0.01016010909090909
0.0,262298915166,200,2.9487506223036473
0.0,22134187777,200,1.4951519994781655
0.0,156608138934,105,6.635659540882152
0.0,156608138934,105,1.6507568603682072
0.0,294470514509,200,6.757304016891423
0.0,156922393102,200,0.9886585636363637
0.0,203075380957,200,0.24264249090909096
0.0,203075380957,200,0.24264249090909096
0.0,156608138934,105,1.9125764395637814
0.0,300373251821,200,0.003292763636363636
0.0,156608138934,105,1.9748499648102116
0.0,22134187777,200,1.071308365391581
0.0,294470514509,200,8.746383796260936
0.0,218059363361,360,0.7544500090909091
0.0,203075380957,200,0.24264249090909096
0.0,22134187777,200,1.6859517951755536
0.0,294470514509,200,1.8056495702209
0.0,156608138934,105,5.865848211010287
0.0,203075380957,200,0.24264249090909096
0.0,128055355994,200,5.744709852966209
0.0,125061337368,200,8.2875419834773
0.0,19307752451,200,0.02253965454545455
0.0,203075380957,200,0.24264249090909096
0.0,294470514509,200,4.031106912837281
0.0,299101019168,200,1.2519587028775125
0.0,22134187777,200,3.086640721267613
0.0,125061337368,200,5.677635292660416
0.0,710766439500,200,0.0015016035591818183
0.0,203075380957,200,0.24264249090909096
0.0,203075380957,200,0.24264249090909096
0.0,710766439500,200,0.0015016035591818183
0.0,156922393102,200,0.9886585636363637
0.0,156608138934,105,5.1775763873068925
0.0,300373251821,200,0.003292763636363636
0.0,19307752451,200,0.02253965454545455
0.0,125061337368,200,5.853404201914755
0.0,156608138934,105,4.89787129051745
0.0,203075380957,200,0.24264249090909096
0.0,203075380957,200,0.24264249090909096
0.0,294470514509,200,1.1992137833831469
0.0,156608138934,105,6.6101459284177775
0.0,203075380957,200,0.24264249090909096
0.0,294470514509,200,2.2260092100576365
0.0,156608138934,105,6.5160684647439595
0.0,294470514509,200,2.8058473571632674
0.0,156608138934,105,7.501452696938774
0.0,19307752451,200,0.02253965454545455
0.0,300373251821,200,0.003292763636363636
0.0,300067580881,200,9.445626546369104
0.0,128055355994,200,5.790970474975187
0.0,203075380957,200,0.24264249090909096
0.0,203075380957,200,0.24264249090909096
0.0,300122419451,200,1.507579256071639
0.0,300013848340,200,0.026347409090909095
0.0,156922393102,200,0.9886585636363637
0.0,22134187777,200,8.626400980128762
0.0,156608138934,105,3.074753435983214
0.0,203075380957,200,0.24264249090909096
0.0,156608138934,105,1.7484152993474509
0.0,294470514509,200,3.2826495116141183
0.0,125061337368,200,7.500554172794825
0.0,156608138934,105,6.254718629508322
0.0,203075380957,200,0.24264249090909096
0.0,22134187777,200,8.472634392611948
0.0,156608138934,105,5.967624630936832
0.0,203075380957,200,0.24264249090909096
0.0,300373251821,200,0.003292763636363636
0.0,156608138934,105,5.268529324913172
0.0,299101019168,200,9.460342780816658
0.0,294470514509,200,6.929028070965619
0.0,294470514509,200,6.019975409154623
0.0,156608138934,105,3.8607709713342855
0.0,156608138934,105,7.315990162811811
0.0,156922393102,200,0.9886585636363637
0.0,294470514509,200,9.392139268690359
0.0,156608138934,105,1.8894761617784543
0.0,22134187777,200,9.346117078655249
0.0,300122419451,200,1.1901145258324752
0.0,300373251821,200,0.003292763636363636
0.0,156608138934,105,3.4017054649921974
0.0,294470514509,200,9.730959391129119
0.0,203075380957,200,0.24264249090909096
0.0,22134187777,200,1.3271861891436347
0.0,156608138934,105,9.981599489844935
0.0,128055355994,200,2.753395277978284
0.0,156922393102,200,0.9886585636363637
0.0,294470514509,200,5.818468246810299
0.0,203075380957,200,0.24264249090909096
0.0,156608138934,105,5.144948945845718
0.0,300373251821,200,0.003292763636363636
0.0,203075380957,200,0.24264249090909096
0.0,22134187777,200,8.949895959817644
0.0,156922393102,200,0.9886585636363637
0.0,156922393102,200,0.9886585636363637
0.0,203075380957,200,0.24264249090909096
0.0,156608138934,105,5.398644884543143
0.0,294470514509,200,3.419638047002702
0.0,156608138934,105,8.891063750829353
0.0,300373251821,200,0.003292763636363636
0.0,156608138934,105,3.2981586229414734
0.0,294470514509,200,2.6348927601944583
0.0,294470514509,200,4.928909347402541
0.0,300122419451,200,3.4587893244742545
0.0,156608138934,105,5.145362526083062
0.0,203075380957,200,0.24264249090909096
0.0,300122419451,200,2.542699558834031
0.0,300122419451,200,6.9845141340382595
0.0,294470514509,200,8.895218545582164
0.0,156922393102,200,0.9886585636363637
0.0,156922393102,200,0.9886585636363637
0.0,156608138934,105,7.928147759054134
1.843262406,156608138934,105,2.3486375504787924
2.221097051,156922393102,200,0.9886585636363637
2.3043187229999997,156922393102,200,0.9886585636363637
2.5090533059999998,756249922741,25,5.201859905454545e-06
2.647072612,218059363361,360,0.7544500090909091
2.691463878,300373251821,200,0.003292763636363636
2.7200251389999996,218059363361,360,0.7544500090909091
3.763552733,294470514509,200,7.219354453997411
3.869976716,156922393102,200,0.9886585636363637
4.203705167,156922393102,200,0.9886585636363637
4.9881706789999996,218059363361,360,0.7544500090909091
5.273031399000001,218059363361,360,0.7544500090909091
5.7216136319999995,22134187777,200,8.498585296392575
5.748470094,756249922741,25,5.201859905454545e-06
5.754577915,294470514509,200,9.417492437452617
6.4129721989999995,218059363361,360,0.7544500090909091
6.831560295999999,156608138934,105,3.7220871445764288
7.0419672890000005,203075381259,200,3.964983108177077
8.668833374,454520770906,116,0.0
8.668833409000001,454520770906,116,0.0
8.668833562,454520770906,116,0.0
8.999596369,454520770906,116,0.0
8.999596393,454520770906,116,0.0
8.999596662,454520770906,116,0.0
8.999596753,454520770906,116,0.0
9.569326978,454520770906,116,0.0
9.914037942999999,454520770906,116,0.0
9.914038003,454520770906,116,0.0
9.914038027,454520770906,116,0.0
9.914038052,454520770906,116,0.0
9.914038312999999,454520770906,116,0.0
9.914038464999999,454520770906,116,0.0
9.914038489000001,454520770906,116,0.0
9.914038598,454520770906,116,0.0
9.914038640000001,454520770906,116,0.0
9.914038657999999,454520770906,116,0.0
10.244548247,454520770906,116,0.0
10.244548298,454520770906,116,0.0
10.244548424000001,454520770906,116,0.0
10.244548593,454520770906,116,0.0
10.244548703,454520770906,116,0.0
10.244548829,454520770906,116,0.0
10.575026239000001,454520770906,116,0.0
10.575026514,454520770906,116,0.0
10.575026638999999,454520770906,116,0.0
10.575026664000001,454520770906,116,0.0
10.768290143,156608138934,105,2.877118632479687
10.830457512999999,203075380957,200,0.24264249090909096
11.234618937999999,454520770906,116,0.0
11.411181461,218059363361,360,0.7544500090909091
11.564485076,454520770906,116,0.0
11.564485126,454520770906,116,0.0
11.564485243,454520770906,116,0.0
11.564485343,454520770906,116,0.0
11.564485368,454520770906,116,0.0
11.56448551,454520770906,116,0.0
11.564485535,454520770906,116,0.0
11.66100797,218059363361,360,0.7544500090909091
11.713404933,294470514509,200,5.986252146315085
11.724987253,218059363361,360,0.7544500090909091
11.910050392999999,454520770906,116,0.0
11.910050418,454520770906,116,0.0
11.910050668,454520770906,116,0.0
12.253144051,454520770906,116,0.0
12.59968007,454520770906,116,0.0
13.020646688000001,156608138934,105,7.557470033899625
13.341698217,156608138934,105,4.8497200085792205
13.35227995,22134187777,200,3.8798652511225233
13.355593769999999,128055355994,200,3.8712914494924506
13.807031542999999,218059363361,360,0.7544500090909091
14.19919183,300122419451,200,8.666171553471322
14.362073851,156608138934,105,9.549893789815103
14.403498637999999,156922393102,200,0.9886585636363637
14.831985479,218059363361,360,0.7544500090909091
14.887039725000001,203075381259,200,7.288643666012445
14.915246634999999,156608138934,105,3.4210850745865047
15.012028058,218059363361,360,0.7544500090909091
15.035952396999999,203075381259,200,5.447049947894132
16.088099353,218059363361,360,0.7544500090909091
16.709487152999998,454520770906,116,0.0
16.709487278,454520770906,116,0.0
16.709487627999998,454520770906,116,0.0
17.056701727,454520770906,116,0.0
17.056701752000002,454520770906,116,0.0
17.056701776999997,454520770906,116,0.0
17.056701977,454520770906,116,0.0
17.105072375,218059363361,360,0.7544500090909091
17.24999851,218059363361,360,0.7544500090909091
17.385926174,454520770906,116,0.0
17.385926274000003,454520770906,116,0.0
18.058855359000002,454520770906,116,0.0
18.058855434,454520770906,116,0.0
18.058855683999997,454520770906,116,0.0
18.404727946999998,454520770906,116,0.0
18.404728047,454520770906,116,0.0
18.743582318,203075380957,200,0.24264249090909096
18.750358954,454520770906,116,0.0
18.750359054,454520770906,116,0.0
18.750359229,454520770906,116,0.0
19.065806121,300373251821,200,0.003292763636363636
19.126699342,454520770906,116,0.0
19.126699567,454520770906,116,0.0
19.457371395,454520770906,116,0.0
19.45737157,454520770906,116,0.0
19.786101320999997,454520770906,116,0.0
19.786101371,454520770906,116,0.0
19.798291476,203075380957,200,0.24264249090909096
19.866027638,218059363361,360,0.7544500090909091
20.114033258,454520770906,116,0.0
20.458754457999998,454520770906,116,0.0
20.458754558,454520770906,116,0.0
20.458754608,454520770906,116,0.0
20.495964305,294470513781,200,2.042110882250741
20.788780851,454520770906,116,0.0
20.853660016000003,294470514509,200,9.206872062447392
21.133888986000002,454520770906,116,0.0
21.133889136,454520770906,116,0.0
21.248027952,218059363361,360,0.7544500090909091
21.479596041,454520770906,116,0.0
21.479596166,454520770906,116,0.0
21.479596266,454520770906,116,0.0
21.557220192,128055355994,200,2.596651033813731
21.824379253,454520770906,116,0.0
